Year,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Total Retail Sales of Consumer Goods (RMB 100 million),380986.9,366261.6,332316.3,300930.8,271896.1,242842.8,214432.7,187205.8,158008,133048.2
Note: Total retail sales of consumer goods were total retail sales of social goods before 1992.,,,,,,,,,,
Source: National Bureau of Statistics,,,,,,,,,,
